챔피언	레벨	공격력	공격속도	체력	마나	체력재생	마나재생	방어력	마법저항	이동속도	사거리	인기도
신드라	8	74.2	0.683	1057.04	804	10.71	11.6	48.51	30	330	550	7.17
신지드	8	85.9	0.68	1116.76	605.6	11.87	11.37	52.38	30	345	125	7.41
신짜오	8	80.6	0.781	1200.16	518.8	13.08	10.41	50.38	40.85	345	175	7.27
쓰레쉬	8	63.1	0.626	1211.52	581.92	10.77	11.6	16	30	335	450	7.95
아리	8	74	0.744	1074.4	684	10.71	11.6	45.38	30	330	550	8.05
아무무	8	80	0.721	1201.12	567.2	14.83	11.06	48.74	40.85	335	125	7.72
아지르	8	71.6	0.654	1084.4	644.56	10.77	11.6	40.04	30	325	525	6.27
아칼리	8	80.8	0.823	1182.8	200	12.89	50	50.88	40.85	350	125	7.57
아트록스	8	82.8	0.768	1132.8	420.6	10.09	0	50.98	40.85	345	150	6.78
알리스타	8	76.3	0.705	1355.36	544.84	14.63	14.1	48.88	40.85	330	125	7.68
애니	8	68.8	0.626	1043.68	684	9.27	11.6	47.22	30	335	625	7.66
애니비아	8	73.8	0.688	957.6	746.04	9.42	11.6	49.22	30	325	600	7.66
애쉬	8	72.3	0.79	1080.72	504	9.27	14.3	45.01	30	325	600	7.42
앨리스	8	71.5	0.691	1089.4	674	9.91	11.6	45.58	30	330	550	7.69
야스오	8	77.8	0.796	1091.76	60	12.81	0	48.51	30	345	175	7.01
에코	8	80	0.749	1140	630	15.3	14.6	48	40.75	340	125	7.57
오공	8	82.3	0.776	1172.8	531.84	10.74	12.59	49.38	40.85	345	175	7.15
오리아나	8	58.6	0.796	1070.72	684	10.72	11.6	38.04	30	325	525	7.7
요릭	8	82.1	0.738	1158.8	538.8	13.08	9.91	50.25	40.85	345	125	6.87
우디르	8	80.7	0.763	1286.32	480.4	13.96	10.66	53.47	40.85	345	125	5.31
우르곳	8	77.2	0.756	1209.52	697.4	10.71	13.14	47.64	30	335	425	6.22
울라프	8	84.5	0.806	1248.24	609.6	14.81	11.49	47.04	40.85	350	125	7.43
워윅	8	86.1	0.796	1278.64	450.4	13.99	12.31	50.38	40.85	345	125	7.43
이렐리아	8	84.6	0.793	1237.2	562.8	13.14	16.05	51.55	40.85	345	125	7.51
이블린	8	78.4	0.81	1161.2	609.6	13.67	12.31	53.1	40.85	340	125	7.28
이즈리얼	8	72.5	0.73	1044.4	654.6	10.27	12.64	46.38	30	325	550	7.96
일라오이	8	95	0.657	1250.6	580	15.1	12.75	52.6	40.85	340	125	7.88
자르반4세	8	79.5	0.757	1201.2	582.2	13.08	9.91	54.2	40.85	340	175	7.7
자이라	8	75.8	0.704	997.32	684	9.19	14.1	41.04	30	325	575	7.62
잔나	8	72.6	0.723	1033.04	857.52	9.27	11.8	45.98	30	335	475	7.6
재드	8	78.5	0.815	1139.4	200	11.64	50	51.38	40.85	345	125	7.94
잭스	8	85.6	0.768	1187.8	562.8	12.22	12.48	48.04	40.85	350	125	7.7
쟈크	8	83.3	0.699	1279.6	0	11.77	0	48.38	40.85	335	175	7.72
제라스	8	75.7	0.681	1074.4	674.96	9.27	11.6	46.38	30	340	525	7
제이스	8	74.9	0.765	1201.2	616.2	12.94	11.6	46.88	30	335	125	7.67
직스	8	75.9	0.723	1084.4	713	10.46	11.6	44.64	30	325	550	7.68
질리언	8	72.6	0.7	1038.28	780.8	8.94	14.1	45.73	30	335	550	7.41
징크스	8	75.3	0.663	1091.76	560.6	9.34	13.68	47.38	30	325	525	7.73
초가스	8	90.6	0.679	1134.4	552.2	14.88	10.36	53.38	40.85	345	125	7.5
카르마	8	76.6	0.711	1103.44	724	9.47	14.1	46.98	30	335	525	6.61
카사딘	8	86.2	0.782	1110.04	866.6	11.29	11.6	45.78	30	340	150	7.66
카서스	8	68.4	0.704	1041	799.48	10.27	11.6	45.38	30	335	450	7.69
카시오페이아	8	74.8	0.712	1031	790.8	9.19	13.61	50.22	30	335	550	6.41
카직스	8	76.9	0.773	1167.8	607.2	12.76	11.09	48	40.85	350	125	7.63
카타리나	8	80.4	0.766	1091	0	8.35	0	51.38	40.85	345	125	7.71
칼리스타	8	83.3	0.769	1098.76	476.8	9.85	9.1	43.51	30	325	550	7.16
케넨	8	73.6	0.831	1088.72	200	10.14	50	50.55	30	335	550	7.63
케이틀린	8	68.9	0.775	1084.4	558.8	9.52	11.27	47.38	30	325	650	7.72
케일	8	75.6	0.722	1225.24	602.2	13.51	14.1	51.38	30	335	125	7.55
코그모	8	71.3	0.771	1091	628.88	9.77	13.58	44.38	30	325	500	7.46
코르키	8	73.5	0.711	1086.76	588.16	9.27	11.27	47.88	30	325	550	7.17
퀸	8	73.3	0.793	1127.8	513.8	9.27	9.77	47.88	30	335	525	7.06
킨드레드	8	65.7	0.719	1135	545	10.85	20.5	49.75	30	325	500	7.78
타릭	8	82.4	0.701	1249.2	741.08	11.44	14.1	51.78	40.85	340	125	6.92
탈론	8	76.9	0.776	1177.8	636.2	13.76	11.09	51.38	40.85	350	125	7.68
탐켄치	8	78.4	0.719	1275	605	10.35	15	48	40.85	335	175	7.26
트런들	8	81	0.789	1288.28	596.6	15.38	11.71	46.44	40.85	350	175	6.6
트리스타나	8	72.5	0.715	1116.76	470.76	10.74	10.36	43	30	325	599	7.59
트린다미어	8	83.8	0.756	1311.64	100	14.81	0	45.81	40.85	345	125	7.68
트위스티드페이트	8	73.1	0.777	1095.76	531.84	9.71	11.6	42.59	30	330	525	7.72
트위치	8	71.3	0.817	1092.08	567.2	10.21	10.41	44.04	30	330	550	6.98
티모	8	73.9	0.826	1089.76	547.2	10.29	10.36	50.55	30	330	500	6.19
판테온	8	75.9	0.758	1188.16	534.12	12.39	10.51	54.95	40.85	355	150	7.7
피들스틱	8	66.7	0.704	1084.4	792.12	9.81	11.6	45.38	30	335	480	7.44
피오라	8	83.1	0.801	1145	580	12.1	12.9	48.5	40.85	345	150	7.16
피즈	8	79	0.78	1160.48	576.2	13.08	11.6	46.21	40.85	335	175	7.55
하이머딩거	8	74.4	0.676	1001	587.2	23.26	11.6	40.04	30	340	550	6.33
헤카림	8	83.8	0.771	1264.6	586.2	14.51	11.71	54.72	40.85	345	175	7.5
가렌	9	93.9	0.752	1290.28	0	11.84	0	51.54	42.1	340	175	7.24
갈리오	9	89	0.692	1257.8	745	14.71	12.4	54.88	42.1	335	125	6.71
갱플랭크	9	83	0.776	1236	602.2	11.51	13.28	52.44	42.1	345	125	6.65
그라가스	9	89.4	0.744	1295.52	776	15.48	12.4	54.85	42.1	330	125	7.1
그레이브즈	9	80.1	0.752	1223.12	642.2	12.28	13.53	51.58	30	345	425	7.7
나르	9	72	0.647	1060	100	6.5	0	43	30	325	150	7.07
나미	9	76	0.76	1081.32	721.24	9.82	14.7	51.72	30	335	550	7.86
나서스	9	87.2	0.793	1281.2	661.6	16.21	11.44	52.88	42.1	350	125	7.21
노틸러스	9	83.9	0.655	1264.48	710	12.77	14.23	56.46	42.1	325	175	7.15
녹턴	9	84	0.794	1262.8	553.8	14.26	10.36	54.88	42.1	345	125	7.59
누누	9	84.5	0.723	1366.28	619.56	14.79	11.44	54.38	42.1	350	125	6.88
니달리	9	75.9	0.782	1261.2	655.6	10.81	12.4	50.88	30	335	525	7.56
다리우스	9	95.9	0.669	1382.24	563	17.45	9.39	61.88	42.1	340	175	7.66
다이애나	9	77	0.751	1309.2	617.2	14.23	12.4	54.85	42.1	345	150	7.73
드레이븐	9	79.1	0.803	1213.76	672.56	11.78	13.24	51.94	30	330	550	7.46
라이즈	9	79	0.717	1246.48	808.4	9.67	12.4	52.75	30	340	550	7.64
람머스	9	83.9	0.722	1252.48	574.44	12.32	11.84	65.78	42.1	335	125	7.46
럭스	9	79.9	0.685	1109.72	760	9.82	12.4	50.72	30	330	550	7.71
럼블	9	86.6	0.727	1224.4	100	12.81	0	53.88	42.1	345	125	7.47
레넥톤	9	83.1	0.788	1268.16	100	13.96	0	55.98	42.1	345	125	7.61
레오나	9	84	0.752	1272.16	622.2	15.23	12.4	56.01	42.1	335	125	7.8
렉사이	9	82.4	0.713	1331.2	100	12.54	0	58.3	42.1	335	175	7.66
렝가	9	84	0.804	1306.2	5	7.47	0	53.88	42.1	345	125	7.76
루시안	9	76.7	0.785	1194.4	652.88	11.39	13.78	48.04	30	335	500	7.55
룰루	9	67.2	0.721	1144.76	732.4	10.81	17.4	48.82	30	325	550	7.77
르블랑	9	82.9	0.686	1116	734	11.82	12.4	49.88	30	335	525	7.46
리븐	9	80	0.778	1246.48	0	7.34	0	49.98	42.1	345	125	7.91
리산드라	9	72.1	0.685	1178.12	704	11.32	8.87	49.82	30	325	550	7.42
리신	9	86.8	0.788	1250.8	200	13.03	50	53.82	42.1	350	125	7.71
마스터이	9	84	0.774	1334.56	586.56	12.79	10.86	48.04	42.1	355	125	6.25
마오카이	9	89.9	0.797	1292.2	721.28	15.48	10.81	60.72	30	335	125	7.27
말자하	9	78.7	0.685	1154.4	685.6	9.82	12.4	49.88	30	340	550	7.69
말파아트	9	89	0.79	1294.2	602.2	12.77	11.72	58.3	42.1	335	125	7.67
모데카이저	9	101	0.84	1165	120	7.77	0	50	42.1	325	175	7.38
모르가나	9	83.5	0.692	1235.48	820.8	10.51	12.4	55.78	30	335	450	7.7
문도	9	85.3	0.748	1294.52	0	13.76	0	54.88	42.1	345	125	7.46
미스포츈	9	54	0.794	1210	605.84	11.39	13.24	48.04	30	325	550	7.56
바드	9	70	0.713	1279	750	9.8	9.6	53	30	330	500	6.1
바루스	9	73.9	0.78	1193.76	624	9.82	13.74	50.41	30	330	575	7.68
바이	9	83.9	0.756	1262.8	655.6	16.21	13.29	53.88	42.1	345	125	7.54
베이가	9	71.7	0.723	1148.76	808.4	9.82	12.4	52.55	30	340	525	6.75
베인	9	70.2	0.842	1162.44	511.8	9.82	10.17	46.21	30	330	550	7.29
벨코즈	9	80.1	0.685	1115.68	711.6	9.82	12.4	49.88	30	340	525	7.67
볼리베어	9	85.9	0.752	1272.48	510.4	13.29	13.29	54.38	42.1	345	125	7.5
브라움	9	81	0.745	1272.16	670.6	16.18	12.4	62.72	42.1	335	125	7.66
브랜드	9	81	0.685	1115.68	711.6	9.82	12.81	49.88	30	340	550	7.04
블라디미르	9	72	0.75	1222.8	0	11.81	0	49.88	30	335	450	7.61
블리츠크랭크	9	89.5	0.674	1342.6	587.2	14.51	14.9	56.38	42.1	325	125	7.47
빅토르	9	76	0.717	1140.04	724	13.04	12.4	54.72	30	335	525	7.14
뽀삐	9	89	0.788	1207.08	475.4	12.77	10.76	60.72	30	345	125	6.26
사이온	9	91.7	0.696	1126.64	661.6	16.58	12.81	47.04	42.1	345	175	6.65
샤코	9	85.6	0.84	1254.12	593.2	12.77	10.76	52.88	42.1	350	125	7.49
세주아니	9	83.9	0.738	1360	720	15.48	10.81	53.54	42.1	340	125	7.25
소나	9	74	0.748	1098.36	700.6	9.82	14.7	46.94	30	325	550	8.01
소라카	9	74	0.719	1153.04	830.8	6.5	12.2	53.78	30	325	550	7.7
쉔	9	87.2	0.806	1250.8	200	12.77	50	57.72	30	335	125	7.71
쉬바나	9	87.9	0.736	1354.6	100	14.99	0	54.43	42.1	350	125	7.69
스웨인	9	76	0.717	1140.04	750	13.04	12.4	54.72	30	335	500	7.76
스카너	9	94.8	0.717	1369.28	592.2	15.73	10.81	59.78	42.1	345	125	6.92
시비르	9	76.7	0.695	1171.76	684	9.57	15.21	48.21	30	335	500	7.52
신드라	9	77.1	0.695	1135.04	864	11.31	12.4	51.91	30	330	550	7.17
신지드	9	89.3	0.691	1198.76	650.6	12.42	11.92	55.88	30	345	125	7.41
신짜오	9	83.9	0.799	1287.16	553.8	13.78	10.86	53.88	42.1	345	175	7.27
쓰레쉬	9	65.3	0.626	1304.52	625.92	11.32	12.4	16	30	335	450	7.95
아리	9	77	0.757	1154.4	734	11.31	12.4	48.88	30	330	550	8.05
아무무	9	83.8	0.735	1285.12	607.2	15.68	11.58	52.34	42.1	335	125	7.72
아지르	9	74.4	0.663	1164.4	686.56	11.32	12.4	43.04	30	325	525	6.27
아칼리	9	84	0.845	1267.8	200	13.54	50	54.38	42.1	350	125	7.57
아트록스	9	86	0.788	1217.8	465.6	10.59	0	54.78	42.1	345	150	6.78
알리스타	9	80	0.718	1461.36	582.84	15.48	14.9	52.38	42.1	330	125	7.68
애니	9	71.4	0.634	1119.68	734	9.82	12.4	51.22	30	335	625	7.66
애니비아	9	77	0.699	1027.6	796.04	9.97	12.4	53.22	30	325	600	7.66
애쉬	9	74.6	0.812	1159.72	536	9.82	14.7	48.41	30	325	600	7.42
앨리스	9	74.5	0.702	1169.4	724	10.51	12.4	48.93	30	330	550	7.69
야스오	9	81	0.819	1173.76	60	13.71	0	51.91	30	345	175	7.01
에코	9	83	0.769	1220	680	16.2	15.4	51	42	340	125	7.57
오공	9	85.5	0.796	1257.8	569.84	11.39	13.24	52.88	42.1	345	175	7.15
오리아나	9	61.2	0.819	1149.72	734	11.27	12.4	41.04	30	325	525	7.7
요릭	9	85.6	0.756	1243.8	573.8	13.78	10.36	53.85	42.1	345	125	6.87
우디르	9	83.9	0.781	1385.32	510.4	14.71	11.11	57.47	42.1	345	125	5.31
우르곳	9	80.8	0.775	1298.52	752.4	11.31	13.79	50.94	30	335	425	6.22
울라프	9	88	0.825	1341.24	651.6	15.71	12.07	50.04	42.1	350	125	7.43
워윅	9	89.4	0.816	1376.64	480.4	14.79	12.91	53.88	42.1	345	125	7.43
이렐리아	9	87.9	0.814	1327.2	594.8	13.79	16.7	55.3	42.1	345	125	7.51
이블린	9	81.9	0.835	1251.2	651.6	14.22	12.91	56.9	42.1	340	125	7.28
이즈리얼	9	74.9	0.748	1124.4	696.6	10.82	13.29	49.88	30	325	550	7.96
일라오이	9	100	0.671	1345.6	620	15.9	13.5	56.4	42.1	340	125	7.88
자르반4세	9	82.9	0.773	1291.2	622.2	13.78	10.36	57.8	42.1	340	175	7.7
자이라	9	79	0.717	1071.32	734	9.69	14.9	44.04	30	325	575	7.62
잔나	9	75.6	0.739	1111.04	921.52	9.82	12.2	49.78	30	335	475	7.6
재드	9	81.9	0.836	1219.4	200	12.29	50	54.88	42.1	345	125	7.94
잭스	9	89	0.79	1272.8	594.8	12.77	13.18	51.04	42.1	350	125	7.7
쟈크	9	86.7	0.709	1374.6	0	12.32	0	51.88	42.1	335	175	7.72
제라스	9	78.7	0.69	1154.4	718.96	9.82	12.4	49.88	30	340	525	7
제이스	9	78.4	0.782	1291.2	653.2	13.74	12.4	50.38	30	335	125	7.67
직스	9	79	0.734	1164.4	760	11.06	12.4	47.94	30	325	550	7.68
질리언	9	75.6	0.713	1115.28	840.8	9.44	14.9	49.53	30	335	550	7.41
징크스	9	77.7	0.669	1173.76	605.6	9.84	14.68	50.88	30	325	525	7.73
초가스	9	94.8	0.688	1214.4	592.2	15.73	10.81	56.88	42.1	345	125	7.5
카르마	9	79.9	0.726	1186.44	774	10.02	14.9	50.78	30	335	525	6.61
카사딘	9	90.1	0.806	1188.04	933.6	11.79	12.4	48.98	30	340	150	7.66
카서스	9	71.7	0.717	1116	860.48	10.82	12.4	48.88	30	335	450	7.69
카시오페이아	9	78	0.723	1106	850.8	9.69	14.36	54.22	30	335	550	6.41
카직스	9	80	0.791	1252.8	647.2	13.51	11.59	51	42.1	350	125	7.63
카타리나	9	83.6	0.784	1174	0	8.9	0	54.88	42.1	345	125	7.71
칼리스타	9	86.2	0.787	1181.76	511.8	10.4	9.5	47.01	30	325	550	7.16
케넨	9	76.9	0.854	1167.72	200	10.79	50	54.3	30	335	550	7.63
케이틀린	9	71.1	0.8	1164.4	593.8	10.07	11.82	50.88	30	325	650	7.72
케일	9	78.4	0.736	1318.24	642.2	14.26	14.9	54.88	30	335	125	7.55
코그모	9	73.7	0.788	1173	668.88	10.32	14.28	47.88	30	325	500	7.46
코르키	9	76	0.726	1168.76	622.16	9.82	11.82	51.38	30	325	550	7.17
퀸	9	75.7	0.813	1212.8	548.8	9.82	10.17	51.38	30	335	525	7.06
킨드레드	9	67.3	0.734	1220	580	11.4	22.5	53	30	325	500	7.78
타릭	9	85.9	0.713	1339.2	797.08	11.94	14.9	55.48	42.1	340	125	6.92
탈론	9	80	0.794	1262.8	673.2	14.51	11.59	54.88	42.1	350	125	7.68
탐켄치	9	81.6	0.734	1370	645	10.9	16	51	42.1	335	175	7.26
트런들	9	84	0.808	1384.28	641.6	16.23	12.31	49.14	42.1	350	175	6.6
트리스타나	9	75.5	0.725	1198.76	502.76	11.39	10.81	46	30	325	606	7.59
트린다미어	9	87	0.775	1409.64	100	15.71	0	48.91	42.1	345	125	7.68
트위스티드페이트	9	76.4	0.798	1177.76	569.84	10.31	12.4	45.74	30	330	525	7.72
트위치	9	73.7	0.84	1173.08	607.2	10.81	10.86	47.04	30	330	550	6.98
티모	9	76.3	0.85	1171.76	587.2	10.94	10.81	54.3	30	330	500	6.19
판테온	9	78.8	0.777	1275.16	565.12	13.04	10.96	58.85	42.1	355	150	7.7
피들스틱	9	69.4	0.717	1164.4	848.12	10.41	12.4	48.88	30	335	480	7.44
피오라	9	86.4	0.823	1230	620	12.65	13.6	52	42.1	345	150	7.16
피즈	9	82	0.801	1246.48	613.2	13.78	12.4	49.61	42.1	335	175	7.55
하이머딩거	9	77.1	0.685	1076	627.2	25.01	12.4	43.04	30	340	550	6.33
헤카림	9	87	0.787	1359.6	623.2	15.26	12.31	58.72	42.1	345	175	7.5
가렌	10	98.4	0.77	1374.53	0	12.34	0	54.54	43.35	340	175	7.24
갈리오	10	92.3	0.699	1342.8	792	15.46	13.2	58.38	43.35	335	125	6.71
갱플랭크	10	86	0.794	1318	642.2	12.26	13.98	55.74	43.35	345	125	6.65
그라가스	10	92.9	0.758	1384.52	823	16.33	13.2	58.45	43.35	330	125	7.1
그레이브즈	10	82.5	0.77	1307.12	682.2	12.98	14.23	54.98	30	345	425	7.7
나르	10	75	0.65	1125	100	7	0	45.5	30	325	150	7.07
나미	10	79.1	0.777	1155.32	764.24	10.37	15.1	55.72	30	335	550	7.86
나서스	10	90.7	0.816	1371.2	703.6	17.11	11.94	56.38	43.35	350	125	7.21
노틸러스	10	87.2	0.661	1350.48	757	13.32	14.93	60.21	43.35	325	175	7.15
녹턴	10	87.1	0.812	1347.8	588.8	15.01	10.81	58.38	43.35	345	125	7.59
누누	10	87.9	0.738	1462.28	661.56	15.59	11.94	57.88	43.35	350	125	6.88
니달리	10	79.4	0.802	1351.2	700.6	11.41	13.2	54.38	30	335	525	7.56
다리우스	10	100.9	0.675	1482.24	600.5	18.4	9.74	65.88	43.35	340	175	7.66
다이애나	10	80	0.769	1399.2	657.2	15.08	13.2	58.45	43.35	345	150	7.73
드레이븐	10	82	0.82	1295.76	711.56	12.48	13.89	55.24	30	330	550	7.46
라이즈	10	82	0.731	1332.48	860.4	10.22	13.2	56.65	30	340	550	7.64
람머스	10	87.4	0.736	1338.48	607.44	12.87	12.34	70.08	43.35	335	125	7.46
럭스	10	83.2	0.693	1188.72	807	10.37	13.2	54.72	30	330	550	7.71
럼블	10	89.8	0.739	1304.4	100	13.41	0	57.38	43.35	345	125	7.47
레넥톤	10	86.2	0.806	1355.16	100	14.71	0	59.78	43.35	345	125	7.61
레오나	10	87	0.77	1359.16	662.2	16.08	13.2	59.61	43.35	335	125	7.8
렉사이	10	85.8	0.725	1421.2	100	13.19	0	62.05	43.35	335	175	7.66
렝가	10	87	0.823	1396.2	5	7.87	0	57.38	43.35	345	125	7.76
루시안	10	79.1	0.806	1274.4	690.88	12.04	14.48	51.04	30	335	500	7.55
룰루	10	69.8	0.735	1218.76	787.4	11.41	18.2	52.52	30	325	550	7.77
르블랑	10	86.4	0.695	1191	784	12.37	13.2	53.38	30	335	525	7.46
리븐	10	83	0.8	1332.48	0	7.84	0	53.18	43.35	345	125	7.91
리산드라	10	74.8	0.693	1262.12	754	11.87	9.27	53.52	30	325	550	7.42
리신	10	90	0.807	1335.8	200	13.73	50	57.52	43.35	350	125	7.71
마스터이	10	87	0.788	1426.56	628.56	13.44	11.31	51.04	43.35	355	125	6.25
마오카이	10	93.2	0.812	1382.2	764.28	16.33	11.26	64.72	30	335	125	7.27
말자하	10	81.7	0.693	1234.4	730.6	10.37	13.2	53.38	30	340	550	7.69
말파아트	10	92.3	0.812	1384.2	642.2	13.32	12.27	62.05	43.35	335	125	7.67
모데카이저	10	106	0.861	1245	120	8.32	0	53.75	43.35	325	175	7.38
모르가나	10	87	0.702	1321.48	880.8	11.11	13.2	59.58	30	335	450	7.7
문도	10	88.3	0.765	1383.52	0	14.51	0	58.38	43.35	345	125	7.46
미스포츈	10	55	0.813	1295	640.84	12.04	13.89	51.04	30	325	550	7.56
바드	10	73	0.725	1372	800	10.35	10.05	57	30	330	500	6.1
바루스	10	76.4	0.797	1275.76	657	10.37	14.54	53.81	30	330	575	7.68
바이	10	87.4	0.772	1347.8	700.6	17.11	13.94	57.38	43.35	345	125	7.54
베이가	10	74.3	0.737	1230.76	860.4	10.37	13.2	56.3	30	340	525	6.75
베인	10	71.8	0.869	1245.44	546.8	10.37	10.57	49.61	30	330	550	7.29
벨코즈	10	83.2	0.693	1191.68	753.6	10.37	13.2	53.38	30	340	525	7.67
볼리베어	10	89.2	0.77	1358.48	540.4	13.94	13.94	57.88	43.35	345	125	7.5
브라움	10	84.2	0.76	1359.16	715.6	17.18	13.2	67.22	43.35	335	125	7.66
브랜드	10	84	0.693	1191.68	753.6	10.37	13.41	53.38	30	340	550	7.04
블라디미르	10	75	0.763	1307.8	0	12.41	0	53.38	30	335	450	7.61
블리츠크랭크	10	93	0.682	1437.6	627.2	15.26	15.7	60.38	43.35	325	125	7.47
빅토르	10	79	0.731	1218.04	774	13.69	13.2	58.72	30	335	525	7.14
뽀삐	10	92.3	0.809	1288.08	505.4	13.32	11.21	64.72	30	345	125	6.26
사이온	10	95.7	0.707	1199.64	703.6	17.38	13.41	50.04	43.35	345	175	6.65
샤코	10	89.1	0.861	1338.12	630.2	13.32	11.21	56.38	43.35	350	125	7.49
세주아니	10	87.2	0.748	1455	760	16.33	11.26	56.54	43.35	340	125	7.25
소나	10	77	0.762	1175.36	745.6	10.37	15.1	50.24	30	325	550	8.01
소라카	10	77	0.732	1231.04	890.8	7	12.6	57.58	30	325	550	7.7
쉔	10	90.5	0.828	1335.8	200	13.32	50	61.72	30	335	125	7.71
쉬바나	10	91.3	0.747	1449.6	100	15.79	0	57.78	43.35	350	125	7.69
스웨인	10	79	0.731	1218.04	797	13.69	13.2	58.72	30	335	500	7.76
스카너	10	99	0.73	1465.28	632.2	16.58	11.26	63.58	43.35	345	125	6.92
시비르	10	79.2	0.705	1253.76	734	10.12	16.11	51.46	30	335	500	7.52
신드라	10	80	0.708	1213.04	924	11.91	13.2	55.31	30	330	550	7.17
신지드	10	92.7	0.702	1280.76	695.6	12.97	12.47	59.38	30	345	125	7.41
신짜오	10	87.2	0.817	1374.16	588.8	14.48	11.31	57.38	43.35	345	175	7.27
쓰레쉬	10	67.5	0.627	1397.52	669.92	11.87	13.2	16	30	335	450	7.95
아리	10	80	0.77	1234.4	784	11.91	13.2	52.38	30	330	550	8.05
아무무	10	87.6	0.749	1369.12	647.2	16.53	12.11	55.94	43.35	335	125	7.72
아지르	10	77.2	0.672	1244.4	728.56	11.87	13.2	46.04	30	325	525	6.27
아칼리	10	87.2	0.866	1352.8	200	14.19	50	57.88	43.35	350	125	7.57
아트록스	10	89.2	0.807	1302.8	510.6	11.09	0	58.58	43.35	345	150	6.78
알리스타	10	83.6	0.732	1567.36	620.84	16.33	15.7	55.88	43.35	330	125	7.68
애니	10	74	0.642	1195.68	784	10.37	13.2	55.22	30	335	625	7.66
애니비아	10	80.2	0.709	1097.6	846.04	10.52	13.2	57.22	30	325	600	7.66
애쉬	10	76.8	0.834	1238.72	568	10.37	15.1	51.81	30	325	600	7.42
앨리스	10	77.5	0.713	1249.4	774	11.11	13.2	52.28	30	330	550	7.69
야스오	10	84.2	0.842	1255.76	60	14.61	0	55.31	30	345	175	7.01
에코	10	86	0.79	1300	730	17.1	16.2	54	43.25	340	125	7.57
오공	10	88.7	0.816	1342.8	607.84	12.04	13.89	56.38	43.35	345	175	7.15
오리아나	10	63.8	0.842	1228.72	784	11.82	13.2	44.04	30	325	525	7.7
요릭	10	89.1	0.775	1328.8	608.8	14.48	10.81	57.45	43.35	345	125	6.87
우디르	10	87.1	0.799	1484.32	540.4	15.46	11.56	61.47	43.35	345	125	5.31
우르곳	10	84.4	0.793	1387.52	807.4	11.91	14.44	54.24	30	335	425	6.22
울라프	10	91.5	0.844	1434.24	693.6	16.61	12.64	53.04	43.35	350	125	7.43
워윅	10	92.8	0.835	1474.64	510.4	15.59	13.51	57.38	43.35	345	125	7.43
이렐리아	10	91.2	0.835	1417.2	626.8	14.44	17.35	59.05	43.35	345	125	7.51
이블린	10	85.4	0.86	1341.2	693.6	14.77	13.51	60.7	43.35	340	125	7.28
이즈리얼	10	77.4	0.765	1204.4	738.6	11.37	13.94	53.38	30	325	550	7.96
일라오이	10	105	0.685	1440.6	660	16.7	14.25	60.2	43.35	340	125	7.88
자르반4세	10	86.3	0.79	1381.2	662.2	14.48	10.81	61.4	43.35	340	175	7.7
자이라	10	82.2	0.731	1145.32	784	10.19	15.7	47.04	30	325	575	7.62
잔나	10	78.5	0.756	1189.04	985.52	10.37	12.6	53.58	30	335	475	7.6
재드	10	85.3	0.857	1299.4	200	12.94	50	58.38	43.35	345	125	7.94
잭스	10	92.3	0.812	1357.8	626.8	13.32	13.88	54.04	43.35	350	125	7.7
쟈크	10	90	0.72	1469.6	0	12.87	0	55.38	43.35	335	175	7.72
제라스	10	81.7	0.699	1234.4	762.96	10.37	13.2	53.38	30	340	525	7
제이스	10	81.9	0.8	1381.2	690.2	14.54	13.2	53.88	30	335	125	7.67
직스	10	82.1	0.745	1244.4	807	11.66	13.2	51.24	30	325	550	7.68
질리언	10	78.6	0.725	1192.28	900.8	9.94	15.7	53.33	30	335	550	7.41
징크스	10	80.2	0.675	1255.76	650.6	10.34	15.68	54.38	30	325	525	7.73
초가스	10	99	0.697	1294.4	632.2	16.58	11.26	60.38	43.35	345	125	7.5
카르마	10	83.2	0.74	1269.44	824	10.57	15.7	54.58	30	335	525	6.61
카사딘	10	94	0.829	1266.04	1000.6	12.29	13.2	52.18	30	340	150	7.66
카서스	10	74.9	0.731	1191	921.48	11.37	13.2	52.38	30	335	450	7.69
카시오페이아	10	81.2	0.734	1181	910.8	10.19	15.11	58.22	30	335	550	6.41
카직스	10	83.1	0.809	1337.8	687.2	14.26	12.09	54	43.35	350	125	7.63
카타리나	10	86.8	0.802	1257	0	9.45	0	58.38	43.35	345	125	7.71
칼리스타	10	89.1	0.805	1264.76	546.8	10.95	9.9	50.51	30	325	550	7.16
케넨	10	80.2	0.878	1246.72	200	11.44	50	58.05	30	335	550	7.63
케이틀린	10	73.3	0.825	1244.4	628.8	10.62	12.37	54.38	30	325	650	7.72
케일	10	81.2	0.75	1411.24	682.2	15.01	15.7	58.38	30	335	125	7.55
코그모	10	76.2	0.806	1255	708.88	10.87	14.98	51.38	30	325	500	7.46
코르키	10	78.5	0.74	1250.76	656.16	10.37	12.37	54.88	30	325	550	7.17
퀸	10	78.2	0.834	1297.8	583.8	10.37	10.57	54.88	30	335	525	7.06
킨드레드	10	68.9	0.75	1305	615	11.95	24.5	56.25	30	325	500	7.78
타릭	10	89.4	0.726	1429.2	853.08	12.44	15.7	59.18	43.35	340	125	6.92
탈론	10	83.1	0.812	1347.8	710.2	15.26	12.09	58.38	43.35	350	125	7.68
탐켄치	10	84.8	0.75	1465	685	11.45	17	54	43.35	335	175	7.26
